lectureName,lectureID,professor,department,lectureType
무대분장,PB002900,황선희,뷰티산업학과,심화전공
악기론 1,GC006400,김지현,작곡과,핵심전공
창조적 사고와 글쓰기,SA011200,양정화,교양학부,공통교양
경제학방법론,BE052200,진양수,경제학과,핵심전공
기초통계학,CE000100,이종협,통계학과,핵심전공
인체표현,FZ002600,조병왕,미술대학,핵심전공
문학교육론,AA002000,김혜련,국어국문학과,핵심전공
패션창업과 마케팅 1,PA003300,박은주,의류산업학과,심화전공
심리학개론,BC000100,박주하,심리학과,핵심전공
정보설계와 시각화,LA001400,구자은,서비스·디자인공학과,핵심전공
시스템프로그래밍,LC001900,심광섭,컴퓨터공학과,심화전공
가곡앙상블,GA051500,김범진,성악과,심화전공
음악분석 1,GC042200,설수경,작곡과,핵심전공
삶과 죽음의 이해,SS054500,임성훈,교양학부,핵심교양
민사소송법 1,BA041100,문기탁,법학부,심화전공
주얼리디자인기초 1,FD055100,최경미,공예과,핵심전공
산업심리학,BC050700,정지희,심리학과,심화전공
한국사회 윤리문제와 도덕교육,EC002100,이경희,윤리교육과,핵심전공
전공실기 3,GB041300,이섬승,기악과,핵심전공
컴퓨터네트워크 및 실습,LC002000,박지웅,컴퓨터공학과,심화전공
전공실기 1,ID003000,성재형,무용예술학과,핵심전공
다변수미적분학 및 연습,CA052000,윤기헌,수학과,핵심전공
창조적 사고와 글쓰기,SA011200,장혜련,교양학부,공통교양
미술로 표현된 신체,SS051600,임성훈,교양학부,핵심교양
전공이론 및 악기(A) 3,GC055300,변지연,작곡과,핵심전공
식품분석실험,LF001600,김종훈,바이오식품공학과,핵심전공
주역으로 풀어보는 법과 삶,SS082500,문기탁,교양학부,핵심교양
비즈니스 스피치,SS054400,김선주,교양학부,진로소양
전공실기 1,GC020300,임현경,작곡과,핵심전공
문학과 시대 읽기,SS078500,김길웅,교양학부,핵심교양
소비자안전,PC000900,허경옥,소비자생활문화산업학과,핵심전공
바이오식품미생물공학,LF000800,현정은,바이오식품공학과,핵심전공
영화 예술 입문,SS087700,박상우,교양학부,핵심교양
무용과 인간,SS085800,유인화,교양학부,핵심교양
인체표현,FZ002600,김세중,미술대학,핵심전공
전공실기 1,GA040100,서보란,성악과,핵심전공
초급일본어연습 1,AK000100,네고로 유키,일본어문·문화학과,핵심전공
융합공학세미나,LE003200,양인목,청정융합에너지공학과,심화전공
전공실기 3,GB041300,이준성,기악과,핵심전공
한국 고대국가의 성립과 발전,AG000800,김지희,사학과,핵심전공
포트폴리오 연구 1,FB041300,박미숙,서양화과,심화전공
전공실기 1,GB040100,이재준,기악과,핵심전공
실용영어 스피치와 프리젠테이션,AB001300,앨리슨 맥스웰,영어영문학과,핵심전공
형상표현1,FC041200,김성복,조소과,심화전공
영양과 간호,HA001200,조무용,간호학과,핵심전공
음악형식 1,IC001300,송종헌,현대실용음악학과,핵심전공
경영통계학,BF000100,이성근,경영학부,핵심전공
노인복지론,DD020200,박현용,사회복지학과,핵심전공
전공실기 1,GB040100,일리야 라쉬코프스키,기악과,핵심전공
전공실기 1,GC020300,김수호,작곡과,핵심전공
무대연출론,IA001300,고해종,문화예술경영학과,심화전공
세계 여성 연구,SS088800,수잔 홀랜드,교양학부,핵심교양
한국어정보처리,AA052600,김일환,국어국문학과,심화전공
사료 읽기와 해석,AG001100,김우택,사학과,핵심전공
전공실기 1,GB040100,김민조,기악과,핵심전공
문화예술감상과 이해,IA000200,권수정,문화예술경영학과,핵심전공
서비스디자인 개론 및 실습,LA000200,최민영,서비스·디자인공학과,핵심전공
창조적 사고와 글쓰기,SA011200,이연승,교양학부,공통교양
공통 중국어,SA040100,강선화,교양학부,공통교양
전공실기 5,GA041600,박지현,성악과,심화전공
중국어 교과교육론,AL002300,신준호,중국어문·문화학과,심화전공
전공실기 1,GB040100,이세영,기악과,핵심전공
사회복지자료분석론,DD040700,고선강,사회복지학과,심화전공
졸업작품워크숍 1,IB002500,유영식,미디어영상연기학과,심화전공
디지털 오디오 워크스테이션 기초: 로직 프로 1,IC000300,조윤정,현대실용음악학과,핵심전공
전공실기 5,GB042400,허상미,기악과,심화전공
텍스타일프로덕트디자인 1,FD002300,문보영,공예과,심화전공
정보보호법과 보안정책,LB001000,김경진,융합보안공학과,핵심전공
졸업작품연구 2,FB053600,조병왕,서양화과,심화전공
전공실기 1,GB040100,정재원,기악과,핵심전공
정치학개론,BB040100,한의석,정치외교학과,핵심전공
발레 Point Work,ID003500,김주원,무용예술학과,핵심전공
기초 디자인,SS040800,지문규,교양학부,핵심교양
통계적 사고,CE002500,이성건,수리통계데이터사이언스학부,핵심전공
문화콘텐츠 기반 공공외교,BH045300,이형민,미디어커뮤니케이션학과,심화전공
타임베이스 그래픽,FE057100,김도식,산업디자인과,핵심전공
전공실기 5,GB042400,이화경,기악과,심화전공
중국지역연구,BD031900,안창진,지리학과,심화전공
반주실습,GB000700,이상희,기악과,핵심전공
전공실기 1,GA040100,김혜란,성악과,핵심전공
고음악의 이해,GA091900,공영숙,성악과,심화전공
America in American Novels,SS082000,다릴 로스,교양학부,핵심교양
공통 글로벌 뉴스와 이슈,SA030600,올리버 테리,교양학부,공통교양
보험수리학개론,CA002200,김주홍,수학과,핵심전공
인문 고전의 이해,AZ001500,정혜연,인문과학대학,핵심전공
한국 현대사와 대통령,SS087500,윤종성,교양학부,핵심교양
창조적 사고와 글쓰기,SA011200,김나영,교양학부,공통교양
건강사정실습,HA003600,임경춘,간호학과,핵심전공
회귀분석실습,CE001800,박성오,통계학과,심화전공
경영학 개론,SS081200,이석영,교양학부,핵심교양
정치학방법론,BB051500,박지영,정치외교학과,핵심전공
유치원 교과교육론,EE002300,황인애,유아교육과,심화전공
학내연주 1,GB003300,오윤주,기악과,핵심전공
비판적 사고와 토론,SA011100,강선형,교양학부,공통교양
국어학의 이해,AA000300,박부자,국어국문학과,핵심전공
파워포인트와 엑셀,SB000200,장현미,교양학부,진로소양
R통계분석,CE052700,박만식,통계학과,핵심전공
미적분과 벡터해석 기초,SA045900,연미정,수학과,공통교양
교육실습(심화),TE061800,미정,사범대학,교직
교육철학 및 교육사,TE061300,심형진,교육학과,교직
일반화학실험 1,CI000300,정미원,화학·에너지융합학부,핵심전공
헤어디자인,PB002800,이정림,뷰티산업학과,심화전공
전공실기 5,IC002000,김주현,현대실용음악학과,심화전공
사회복지현장실습,DD042300,손선옥,사회복지학과,심화전공
기초 영문법,SS080100,최종갑,교양학부,진로소양
실내악 1,GB051200,박진오,기악과,핵심전공
생화학,LG001000,김종일,바이오생명공학과,핵심전공
입체와 공간,FZ000100,홍근영,미술대학,핵심전공
전공실기 5,GC021300,강은경,작곡과,심화전공
전공실기 3,GA040900,민숙연,성악과,핵심전공
다변량자료분석 I,CE002000,박성오,통계학과,심화전공
졸업프로젝트,PA003400,손혜승,의류산업학과,심화전공
운동손상학,DF004800,지무엽,운동재활복지학과,심화전공
동아시아사 1,AG005800,조국,사학과,핵심전공
전공실기 7,IC002900,박규연,현대실용음악학과,심화전공
유기화학,LF000700,윤현근,바이오식품공학과,핵심전공
소비자 트렌드와 소비 문화,SS028800,노영래,교양학부,핵심교양
골프,SS060100,박경연,교양학부,진로소양
한문 논리 및 논술,ED004100,신영주,한문교육과,심화전공
생애발달,BC003000,진경선,심리학과,핵심전공
산업디자인기초,FE003200,구상,산업디자인과,핵심전공
전공실기 5,GB042400,이응우,기악과,심화전공
탁구,SS060300,이시은,교양학부,진로소양
자바프로그래밍,LC001800,이준세,컴퓨터공학과,핵심전공
고급프랑스어 회화,AJ001800,토마 기데,프랑스어문·문화학과,심화전공
창조적 사고와 글쓰기,SA011200,이선형,교양학부,공통교양
공통 실용적 영어 글쓰기 Ⅰ,SA020400,스티븐 파이겐바움,교양학부,공통교양
환경과 지속가능성,LE002300,양인목,청정융합에너지공학과,핵심전공
전공이론 및 악기(A) 3,GC055300,권오연,작곡과,핵심전공
미국과 민주주의,EB050500,서현진,사회교육과,핵심전공
영어의 기초 어휘와 표현,SA046400,김장욱,교양학부,공통교양
스포츠 마케팅 사례연구,DE023600,정영남,스포츠레저학과,심화전공
통계프로그래밍,CE000200,김기영,통계학과,핵심전공
디지털보안특강,LB001800,임연섭,융합보안공학과,심화전공
창작연주 3,GC005500,이인식,작곡과,핵심전공
시스템 보안,LB001700,김성민,융합보안공학과,심화전공
사회복지조사론,DD020400,고선강,사회복지학과,핵심전공
자바프로그래밍,LC001800,윤상덕,컴퓨터공학과,핵심전공
법으로 풀어보는 글로벌 문화,SS052300,이양복,교양학부,핵심교양
인체와 의복구성,PA000400,문윤경,의류산업학과,핵심전공
유아교육사상,EE040400,권경숙,유아교육과,핵심전공
현악합주 5,GB043200,피호영,기악과,심화전공
비판적 사고와 토론,SA011100,엄상희,교양학부,공통교양
생태학의 이해,SS051200,김상연,교양학부,핵심교양
한국회화 스튜디오1,FA042000,이만수,동양화과,심화전공
현대시 산책,SS088100,박민영,교양학부,핵심교양
응용메이크업,PB001400,황선희,뷰티산업학과,핵심전공
가정생활문화,PC000300,박현명,소비자생활문화산업학과,핵심전공
금속전공이론 1,FD000100,현광훈,공예과,핵심전공
공통 세계 단편 소설,SA030300,메스 닐슨,교양학부,공통교양
컴퓨터구조,LC001600,김준철,컴퓨터공학과,핵심전공
전략 커뮤니케이션 개론,BH020100,박진우,미디어커뮤니케이션학과,핵심전공
전공실기 3,GB041300,이재완,기악과,핵심전공
전공실기 7,GB043600,이화경,기악과,심화전공
디지털컨텐츠,LZ000200,최경아,서비스·디자인공학과,핵심전공
고급C++프로그래밍,LC004000,이준세,컴퓨터공학과,핵심전공
전공실기 1,GA040100,정나리,성악과,핵심전공
뷰티마케팅 ,PB002400,신정원,뷰티산업학과,심화전공
조각의 이해,FZ002500,정정주,미술대학,핵심전공
전공실기 1,GB040100,정순섭,기악과,핵심전공
창조적 사고와 글쓰기,SA011200,박민영,교양학부,공통교양
정보ㆍ컴퓨터 교과교육론,LC003500,장윤재,컴퓨터공학과,심화전공
프랑스예술가곡,GA002000,강신모,성악과,심화전공
전공실기 5,GB042400,이수아,기악과,심화전공
커뮤니케이션과 사회,BH010400,이나연,미디어커뮤니케이션학과,핵심전공
아트주얼리 1,FD008100,신혜정,공예과,심화전공
미술사 1,FC001000,이재은,조소과,핵심전공
국제환경 및 에너지 규제,LE001600,양인목,청정융합에너지공학과,심화전공
전공실기 7,GB043600,김승현,기악과,심화전공
환경변화 및 재난관리,BD003000,박경,지리학과,심화전공
전공실기1,IC000100,유영하,현대실용음악학과,핵심전공
모발과학,PB001200,박초희,뷰티산업학과,핵심전공
웹프로그래밍기초,LZ000300,이혜리,서비스·디자인공학과,핵심전공
중급독일어1,AI000900,김미경,독일어문·문화학과,핵심전공
화장 심리학,PB003800,김지은,뷰티산업학과,심화전공
전공이론 및 악기(A) 3,GC055300,박지영,작곡과,핵심전공
현대인의 정신 건강,SS030900,이정윤,교양학부,핵심교양
정신건강론,DD041200,조윤주,사회복지학과,심화전공
젠더와 정치,SS102000,김미덕,교양학부,핵심교양
정치학개론,BB040100,김백주,정치외교학과,핵심전공
시각디자인스튜디오 1,FE044700,황상준,산업디자인과,심화전공
라이브 세션을 위한 기악 합주 1,IC004400,임채광,현대실용음악학과,심화전공
세계의 인구와 지리학,BD000600,박선영,지리학과,핵심전공
전공실기 1,GB040100,이응우,기악과,핵심전공
소비자를 위한 생활법률,KU001500,미정,학사운영팀,일반교양
사회보장법,BA003100,권오성,법학부,심화전공
전공실기 5,GC021300,전예은,작곡과,심화전공
현대 사회와 여성의 역할,SS085200,임영빈,교양학부,핵심교양
전공이론 및 악기(A) 5,GC055500,유선옥,작곡과,심화전공
레저론,DE020200,임우택,스포츠과학부,핵심전공
라틴아메리카 문화산책,KU009900,미정,학사운영팀,일반교양
유기화학 1,CI000800,정선호,화학과,핵심전공
전공실기 7,GA042500,박지현,성악과,심화전공
국가안보론,SS020400,조현행,교양학부,핵심교양
전공실기 5,GC021300,정미선,작곡과,심화전공
줄기세포공학,LG003200,전용필,바이오생명공학과,심화전공
서양 고전 읽기,SS059700,김정숙,교양학부,핵심교양
법률 상담 실무,BJ002300,이재훈,법학부,심화전공
역사지리학,BD050800,양윤정,지리학과,핵심전공
전공실기 7,GB043600,정재원,기악과,심화전공
에너지와 생활,KU010700,미정,학사운영팀,일반교양
헬스와 운동 재활,SS061000,김영주,교양학부,핵심교양
건반화성 1,GB050100,홍청의,기악과,핵심전공
급식경영 및 인사관리,DB000400,고성희,식품영양학과,핵심전공
아카펠라를 위한 보컬 합주 1,IC001200,임경은,현대실용음악학과,핵심전공
획과 여백 1,FZ001300,최소영,미술대학,핵심전공
성인간호학 4,HA005400,김애리,간호학과,심화전공
기능성 식품 생리 기전학,LF002200,나혜경,바이오식품공학과,심화전공
경제원론 1,BE040100,오철,경제학과,핵심전공
Advanced Effective English Speech,SS080200,로난 맥알리스터,교양학부,진로소양
빅데이터통계분석,CE052800,정호현,통계학과,심화전공
전공실기 3,GB041300,이재준,기악과,핵심전공
인간행동과 사회환경,DD010200,박주희,사회복지학과,핵심전공
전공실기 3,GA040900,박지현,성악과,핵심전공
일반생물학실험 1,LG000200,고병준,바이오생명공학과,핵심전공
서양 음악의 이해,SS079700,이혜진,교양학부,핵심교양
실험연구법,BC000300,차옥균,심리학과,핵심전공
방송작가실기론,AA032000,오기환,국어국문학과,심화전공
학습메시지디자인,EA061900,김명랑,교육학과,심화전공
전공실기 3,GB041300,일리야 라쉬코프스키,기악과,핵심전공
전공실기 3,ID003400,성재형,무용예술학과,핵심전공
전공실기 7,IC002900,이지영,현대실용음악학과,심화전공
통계시뮬레이션,CE052400,박만식,통계학과,심화전공
전공실기 3,IC000800,임채광,현대실용음악학과,핵심전공
한국한문학사,ED041100,손유경,한문교육과,핵심전공
디지털써피스디자인 1,FD055700,이슬아,공예과,심화전공
일반사회 교과교육론,EB003100,조대훈,사회교육과,심화전공
산업디자인기초,FE003200,김현석,산업디자인과,핵심전공
전자음악 및 실습 1,GB001900,김효주,기악과,심화전공
관악합주 3,GB041800,김동수,기악과,핵심전공
캡스톤디자인과 창업,FE054500,조기봉,산업디자인과,심화전공
"Global Communication through Food, Travel & Culture",SA030800,마타 라카누이,교양학부,공통교양
디자인미학,FE092900,장연정,산업디자인과,심화전공
일본어 기초표현 1,AK000300,정미령,일본어문·문화학과,핵심전공
전공실기 3,GA040900,이정은,성악과,핵심전공
전공실기 1,GB040100,김창호,기악과,핵심전공
미학의 이해,SS011400,임성훈,교양학부,핵심교양
전공실기 3,GB041300,황소진,기악과,핵심전공
전공실기 5,GB042400,김세희,기악과,심화전공
글로벌 비즈니스의 이해,PD000300,구자원,경영학부,핵심전공
문화인류학으로 세상보기,SS078400,김길웅,교양학부,핵심교양
졸업작품 및 논문 ,PB003900,황선희,뷰티산업학과,심화전공
소비자금융과 재무상담,PC003000,이기연,소비자생활문화산업학과,심화전공
음악매니지먼트 2,IC003500,김도연,현대실용음악학과,심화전공
비판적 사고와 토론,SA011100,이연순,교양학부,공통교양
음식과 문화 이야기,SS070100,고성희,교양학부,핵심교양
기본간호학 1,HA000700,김영주,간호학과,핵심전공
문화와 사회,EB001400,조대훈,사회교육과,핵심전공
전공이론 및 악기(A) 5,GC055500,서윤정,작곡과,심화전공
인간커뮤니케이션,BH010300,강신규,미디어커뮤니케이션학과,핵심전공
글로벌경제와 지역문제,BD003200,채지민,지리학과,핵심전공
사회지리학,BD041600,이효선,지리학과,핵심전공
트라우마와 사회복지실천,DD042100,박현용,사회복지학과,심화전공
피아노 및 관현악 교수법 1,GB043800,김지은,기악과,심화전공
학습과 기억,BC040700,차옥균,심리학과,핵심전공
선형대수학 1,CA040500,신용수,수학과,핵심전공
프랑스 문학과 예술의 흐름 1,AJ001900,박언주,프랑스어문·문화학과,심화전공
라이프스타일과 생활문화산업,PC002100,박인선,소비자생활문화산업학과,심화전공
마케팅 리서치 컨텐츠 기획,PA002300,정이재,의류산업학과,심화전공
글로벌 마켓 통계 분석,PD003600,이윤경,글로벌비즈니스학과,핵심전공
화장품 제조 및 실습,PB002200,김주덕,뷰티산업학과,심화전공
교사론,EA000500,김종훈,교육학과,심화전공
정치와 윤리,EC040100,김혜림,윤리교육과,핵심전공
초급중국어 1,AL000300,황정희,중국어문·문화학과,핵심전공
전공실기 7,IC002900,이준호,현대실용음악학과,심화전공
유기화학특강,CI003000,채정현,화학과,심화전공
전공실기 5,GB042400,성해린,기악과,심화전공
문화예술 교육 개론,SS086600,임성훈,교양학부,진로소양
국제금융정책과 환율시장,PD002600,이윤경,글로벌비즈니스,심화전공
전공실기 3,GB041300,오윤주,기악과,핵심전공
편집디자인,FE060600,양희재,산업디자인과,심화전공
금속표현연구 1,FD005700,김종승,공예과,핵심전공
스토리텔링디자인,FE060100,김민석,산업디자인과,심화전공
글로벌 기업의 인사 조직 관리,PD001100,박성진,글로벌비즈니스학과,핵심전공
사회적기업의 이해,BF000500,이원규,경영학과,심화전공
한국의 공공외교,BB053200,고우정,정치외교학과,심화전공
비판적 사고와 토론,SA011100,오희철,교양학부,공통교양
전공실기 7,GB043600,김창호,기악과,심화전공
음악분석 1,GB052000,정영빈,기악과,심화전공
전시기획,IA001600,정상희,문화예술경영학과,핵심전공
한국 문화의 이해,SS084300,황혜란,국제교류지원팀,진로소양
인간과 사회,EB040200,황경숙,사회교육과,핵심전공
볼링,SS060200,정영남,교양학부,진로소양
지휘법 1,GB001300,김우중,기악과,심화전공
배우 화술 1,IB000700,김혜진,미디어영상연기학과,핵심전공
전공실기 1,GC020300,구본우,작곡과,핵심전공
현대회화 3(추상),FB053900,이주연,서양화과,심화전공
안무즉흥,ID001900,양주희,무용예술학과,심화전공
기초 수학,SS083800,정해남,교양학부,핵심교양
범주형자료분석,CE002100,김동하,통계학과,심화전공
교육학의 이해,EA002300,심형진,교육학과,핵심전공
시창.청음 1,GB040500,정혜경,기악과,핵심전공
한중고사원문선독,ED052300,김용재,한문교육과,심화전공
모델링,FZ002200,김보라,미술대학,핵심전공
현대판화 1,FB051200,신현희,서양화과,핵심전공
악성코드분석실습,LB002200,장대희,융합보안공학과,심화전공
전공실기 7,GB043600,구태은,기악과,심화전공
무대분장,PB002900,량쉬,뷰티산업학과,심화전공
현대판화 3,FB052600,장서우,서양화과,심화전공
TED로배우는영화속바이오테크놀로지,OU000400,미정,학사운영팀,일반교양
사물인터넷 이해,OU098700,미정,학사운영팀,일반교양
공동체 공유가치의 이해와 실천,SS078900,김선주,교양학부,핵심교양
수학사,CA051000,정해남,수학과,심화전공
재료과학과 공학 1,LE001100,홍현선,청정융합에너지공학과,핵심전공
문학치료와 시 쓰기,SS101600,박민영,교양학부,핵심교양
영어통사론,AB050700,정소우,영어영문학과,심화전공
서울의 경관과 문화유산,BD003500,문상명,지리학과,심화전공
특수범죄와 형벌,BJ003200,이명근,법학부,심화전공
3D디지털모델링 1,FD005500,이슬범,공예과,핵심전공
여가문화산업,PC001000,백주원,소비자생활문화산업학과,핵심전공
면역학,LG002100,강창수,바이오생명공학과,심화전공
학교 안전?건강교육의 이론과 실습,EZ000100,한종극,사범대학,핵심전공
근현대화성 1,GC000100,윤규일,작곡과,핵심전공
서화기초 1,FA054300,임진성,동양화과,핵심전공
전공실기 5,IC002000,신형찬,현대실용음악학과,심화전공
전공실기 7,GB043600,박예은,기악과,심화전공
주거 문화의 이해,SS085700,김진영,교양학부,핵심교양
고전문학과 전통문화,AA001500,강혜선,국어국문학과,핵심전공
전공실기 1,GB040100,권혜진,기악과,핵심전공
비판적 사고와 토론,SA011100,오윤정,교양학부,공통교양
전공실기 1,GB040100,성해린,기악과,핵심전공
전공실기 5,IC002000,성기준,현대실용음악학과,심화전공
전공실기 3,IC000800,윤영삼,현대실용음악학과,핵심전공
라이프스타일과 트렌드,LA001500,이향은,서비스·디자인공학과,핵심전공
전공실기 7,GA042500,박경신,성악과,심화전공
물리화학 1,CI000700,이철우,화학과,핵심전공
비판적 사고와 토론,SA011100,석기용,교양학부,공통교양
자기이해 및 사회교육 진로탐색,EB062000,조대훈,사회교육과,핵심전공
전공별 진로 탐색,SS010000,이정은,인재개발팀,진로소양
공연시장의 이해,IA001400,김종헌,문화예술경영학과,심화전공
알기 쉬운 행정법 이야기,SS081100,손성기,교양학부,핵심교양
언어레시피로 광고요리하기,KU013200,미정,학사운영팀,일반교양
패턴제작 및 구성,PA001500,김선영,의류산업학과,핵심전공
게임 활용 경제교육,EB061200,박형준,사회교육과,심화전공
전공실기 1,GB040100,강석진,기악과,핵심전공
현대회화 3(구상),FB053800,윤영혜,서양화과,심화전공
요가테라피1,ID001700,김미숙,무용예술학과,심화전공
일본의 이해,AK000400,홍윤표,일본어문·문화학과,핵심전공
미국외교정책,BB050400,김영호,정치외교학과,핵심전공
획과 여백 1,FZ001300,채효진,미술대학,핵심전공
의학유전학,LG004200,강창수,바이오생명공학과,심화전공
전공실기 3,GB041300,강석진,기악과,핵심전공
창조적 사고와 글쓰기,SA011200,장영미,교양학부,공통교양
스페인어,SS084500,전수진,교양학부,진로소양
비판적 사고와 토론,SA011100,허찬,교양학부,공통교양
파이썬프로그래밍,SA046200,조미영,정보시스템공학과,공통교양
유기화학 1,HB001900,이지연,글로벌의과학과,핵심전공
전공실기 7,IC002900,이창원,현대실용음악학과,심화전공
대중문화와 문화연구,BH040900,심두보,미디어커뮤니케이션학과,심화전공
전공이론 및 악기(B) 1,GC055200,채경주,작곡과,핵심전공
경영수학,BF040300,이현석,경영학부,핵심전공
일반생물학실험 1,LG000200,백영빈,바이오생명공학과,핵심전공
프로그래밍과 문제해결,SA045500,김의찬,교양학부,공통교양
